1000 9940
891 845 54
970 183 66
935 102 35
344 61 -4
874 295 11
977 141 129
232 413 52
104 678 -24
584 803 45
536 958 17
567 568 143
121 491 -23
613 865 7
103 124 65
976 177 22
830 834 90
30 144 -36
27 614 28
443 325 71
206 941 65
910 521 71
516 263 148
571 639 98
531 158 -7
203 105 -42
691 841 28
708 946 19
629 961 -17
367 119 96
655 831 -38
210 441 6
500 949 -6
201 538 80
366 855 85
62 341 4
528 576 58
210 670 19
779 170 103
451 638 -29
792 737 24
966 882 69
142 288 55
713 546 65
261 207 53
115 693 72
680 123 11
466 234 4
719 391 18
120 325 -4
776 343 165
105 690 32
41 502 71
910 645 19
873 587 49
547 102 -11
680 188 60
739 438 51
107 305 57
329 323 16
453 825 -17
253 379 190
93 471 4
518 773 32
482 519 84
750 642 10
71 774 25
63 798 -9
974 180 50
508 320 -36
546 717 58
534 538 20
202 769 57
397 789 -57
627 674 97
696 371 76
556 708 55
119 790 75
770 489 39
200 908 19
224 117 -72
878 809 86
756 584 81
649 52 91
954 137 15
652 599 104
373 917 33
782 432 114
420 92 63
692 347 187
255 4 89
525 98 81
824 70 9
38 9 7
101 540 74
580 407 83
419 729 146
453 933 82
10 244 50
434 551 111
618 650 21
598 249 -68
99 434 -4
700 663 128
985 326 75
223 246 64
970 827 81
987 454 42
50 90 -13
542 573 -51
216 382 81
747 579 19
870 73 167
220 328 69
66 460 56
78 65 51
515 902 30
987 120 64
521 155 21
522 669 103
569 673 1
107 407 23
71 232 62
701 908 89
866 259 59
463 74 -31
13 589 77
200 219 83
283 850 34
414 773 77
691 737 33
498 532 32
51 905 61
408 553 23
819 535 52
905 360 46
938 340 70
199 562 23
449 916 76
958 140 117
24 771 65
209 744 170
771 545 -64
815 582 52
406 376 24
719 479 22
179 433 45
223 724 30
943 775 64
237 925 -6
885 706 81
510 951 49
763 697 -50
980 573 43
639 632 58
88 216 117
402 600 -46
753 482 -55
658 253 25
713 117 75
340 75 75
219 978 -63
395 378 95
447 784 80
457 92 107
704 85 72
78 547 33
345 766 31
143 40 0
324 395 122
468 14 37
177 217 38
880 642 -5
405 588 65
887 936 -9
751 959 66
158 286 90
27 879 33
703 516 23
386 513 0
506 122 122
636 434 9
868 642 55
191 701 37
346 311 12
744 491 -35
445 101 -8
658 701 -17
131 521 44
571 872 127
505 393 52
423 383 44
671 954 117
178 897 63
386 611 23
110 457 33
835 415 -31
371 453 115
199 222 92
90 809 133
211 235 37
292 303 19
418 564 105
757 512 102
655 519 42
607 905 63
120 180 17
23 849 89
186 250 94
95 819 78
181 443 4
414 65 65
533 596 20
852 631 74
240 645 77
209 23 83
300 586 80
903 546 87
633 358 -73
524 766 22
518 237 -29
753 681 -35
428 887 132
522 279 40
274 591 88
992 85 108
538 201 82
163 522 85
777 81 -27
462 375 95
217 303 11
82 986 84
997 571 -66
934 369 39
576 775 8
418 93 107
522 86 46
939 134 12
866 813 73
739 377 77
574 676 -6
85 20 2
55 445 153
599 372 43
652 221 36
634 143 68
962 964 73
220 197 -67
997 317 49
454 391 10
910 698 51
404 440 171
844 232 142
754 445 93
274 889 33
800 742 66
525 368 85
834 616 12
129 773 146
570 828 44
837 243 47
123 382 36
451 642 84
589 418 -43
349 725 87
241 522 11
351 573 -7
43 572 101
84 372 60
355 752 71
345 454 49
618 449 87
665 152 -30
441 64 58
833 137 54
481 558 3
463 341 -69
4 693 92
740 916 62
774 318 105
990 621 35
377 656 34
548 207 12
332 195 70
117 267 25
353 653 57
784 863 149
150 30 65
701 942 0
931 236 43
855 11 63
686 287 140
867 809 111
39 373 14
938 79 61
661 202 -33
162 813 -28
83 613 23
913 608 37
972 849 90
38 697 -10
230 60 118
965 84 31
891 741 47
746 906 99
360 925 -15
654 276 93
373 343 100
479 691 129
657 568 69
702 225 -15
249 855 127
258 420 43
70 842 61
260 499 150
76 470 45
230 109 141
749 773 148
760 923 51
899 518 146
183 259 22
106 364 88
498 244 -55
742 405 -63
460 406 -6
53 411 53
86 364 13
765 409 -1
517 397 158
363 152 86
475 482 64
285 637 31
582 250 68
292 710 39
97 193 18
633 642 -49
303 420 105
883 855 30
184 839 114
874 246 116
468 514 109
326 881 53
584 293 54
183 125 31
702 599 14
890 779 -16
207 257 -21
526 866 -1
484 655 60
383 797 7
14 694 75
580 716 16
221 471 -27
956 515 110
172 165 26
769 213 78
99 774 56
78 422 1
84 137 117
448 130 23
334 202 42
76 156 24
337 558 46
236 417 -9
19 501 154
838 988 83
492 696 53
987 726 27
881 438 145
6 688 48
359 142 104
647 17 34
107 130 98
807 407 23
970 755 76
624 497 107
595 805 55
507 954 66
524 259 60
856 380 67
962 975 38
876 462 33
423 76 51
604 364 62
787 115 -39
459 147 75
303 575 -4
58 600 -4
482 291 143
200 945 -8
635 227 91
447 304 70
494 232 34
201 325 84
712 649 25
854 288 72
481 904 -5
797 335 103
715 849 137
94 895 36
970 305 58
22 843 26
108 104 40
497 549 114
911 899 55
559 167 62
901 316 6
702 578 46
37 381 88
697 580 103
876 434 11
968 292 -56
738 613 72
749 962 20
759 882 11
603 112 50
235 508 138
931 737 12
471 507 37
905 833 30
828 83 122
91 592 4
826 119 13
401 886 47
63 814 8
437 478 56
594 173 -14
864 996 153
415 346 161
64 732 9
793 478 -48
680 164 53
337 324 76
245 717 76
902 603 -86
490 247 10
311 926 75
17 606 40
123 441 120
153 950 -14
154 189 15
159 536 70
248 631 124
925 677 47
801 941 15
678 306 95
125 801 27
55 550 69
596 231 77
523 804 79
191 960 47
738 976 4
182 210 101
831 494 150
311 196 133
387 6 7
741 783 69
915 134 -5
951 198 63
489 83 80
443 869 99
110 114 52
630 155 60
807 289 81
820 798 7
804 767 119
616 114 35
848 865 67
975 722 39
890 640 26
817 734 69
492 218 30
400 695 82
447 583 100
910 549 105
852 185 70
53 305 79
979 504 36
489 518 88
514 303 -47
554 213 7
598 867 -35
175 413 44
742 53 67
803 640 54
457 616 163
228 201 87
880 61 15
484 160 87
229 8 76
714 240 81
616 282 34
48 15 52
640 899 21
311 259 51
362 983 44
117 880 58
756 846 117
864 139 77
959 886 26
695 757 56
844 119 30
970 876 17
723 216 118
766 566 76
513 357 79
807 894 49
71 19 79
54 334 79
880 241 84
426 583 3
249 568 141
830 332 66
251 426 69
255 858 53
944 777 62
736 532 19
20 68 117
874 764 119
209 962 39
738 848 -13
834 167 -59
487 953 101
213 69 7
390 964 80
127 194 92
322 670 84
248 62 136
137 740 -23
611 157 -37
468 497 112
932 141 121
376 933 133
996 740 -44
172 276 112
466 389 60
670 916 -10
329 870 8
834 547 4
989 562 -1
54 204 0
853 545 -2
188 212 55
637 535 67
452 380 78
395 312 -24
493 658 13
930 898 82
743 914 10
356 790 45
694 134 -36
189 764 166
910 224 112
303 551 116
573 314 86
694 589 60
697 312 93
402 389 -46
8 408 -33
630 670 175
891 46 97
315 403 68
810 875 -20
689 928 73
217 797 10
900 686 47
207 432 97
632 312 52
609 201 41
391 831 -14
919 510 84
786 457 56
932 217 67
428 632 68
482 693 53
636 461 6
17 824 87
478 731 78
215 795 34
939 50 39
963 784 21
553 969 100
7 443 40
563 430 135
17 259 -10
604 396 73
446 715 -49
345 95 -37
8 438 97
611 140 32
770 782 28
335 414 40
180 147 120
218 693 11
961 343 117
858 609 79
999 149 59
897 669 89
269 126 104
526 847 142
327 346 50
736 626 30
941 691 92
796 406 33
931 35 50
774 589 109
732 539 34
499 398 -49
385 427 -21
142 22 83
151 833 5
122 771 122
628 864 77
38 933 45
879 839 9
873 185 6
157 735 144
491 556 143
632 694 28
27 740 64
306 848 8
713 940 82
805 108 44
156 260 -4
92 538 34
683 34 90
424 578 94
67 880 35
877 638 18
771 560 37
210 53 54
827 540 44
841 95 -9
431 298 -25
216 747 11
388 435 -22
293 524 98
591 209 -16
942 269 120
228 673 74
499 98 54
403 124 -18
11 469 20
295 708 31
605 415 -72
531 112 64
964 276 141
207 713 6
345 183 -45
739 462 3
669 932 22
372 802 142
636 487 7
361 192 101
779 969 61
172 471 -24
148 215 150
451 173 62
558 683 78
410 911 -19
535 607 51
847 578 18
161 800 -73
451 888 9
454 300 26
909 509 92
657 944 15
971 522 -25
259 382 97
816 274 55
902 244 -46
210 338 -57
374 389 -39
143 827 40
70 957 86
993 232 136
684 252 -7
740 435 88
282 398 -42
478 128 87
846 614 -25
862 837 -44
54 357 67
752 358 20
829 791 66
341 403 123
433 37 40
446 763 109
449 2 80
913 498 40
113 506 9
419 29 136
495 50 83
534 233 55
837 807 178
221 853 143
867 96 86
728 52 119
554 170 27
273 933 112
436 868 110
254 180 91
864 521 53
119 291 51
466 798 72
740 871 16
910 270 57
489 419 34
226 178 106
11 490 10
666 996 98
624 551 68
490 494 112
967 35 98
912 589 62
235 996 142
530 234 94
207 232 99
690 700 57
987 805 -25
795 360 53
96 280 -45
811 707 79
421 211 41
844 889 90
400 757 80
402 789 -25
117 436 80
576 542 82
979 382 116
775 34 75
993 130 80
288 638 -10
384 191 90
725 111 22
760 109 117
624 104 17
273 153 35
300 53 96
207 714 5
211 937 76
361 603 18
523 196 144
1 326 117
400 647 70
895 421 96
472 698 25
918 570 126
252 924 66
49 349 75
329 686 32
329 165 0
236 411 54
782 982 133
545 247 50
912 942 -41
258 520 93
504 841 54
989 980 47
42 485 127
305 373 45
167 45 95
878 180 20
199 462 3
314 399 96
806 775 102
216 243 -17
148 668 82
440 847 69
74 751 47
987 205 56
426 827 11
500 720 -7
229 146 83
516 739 98
600 630 76
742 215 43
492 689 103
655 748 38
670 73 55
661 359 7
541 958 -49
284 397 136
603 25 49
302 686 40
923 179 13
758 456 56
443 588 100
661 628 -34
62 560 47
752 951 62
432 942 -44
376 96 126
622 474 53
761 712 33
33 693 12
166 741 52
999 737 -2
819 780 24
935 13 -3
494 77 22
355 462 20
381 67 18
546 415 1
165 961 48
901 12 59
303 620 92
80 763 120
105 808 9
524 98 14
138 749 -14
143 705 38
28 317 57
971 129 -7
916 408 -17
683 526 5
902 31 11
352 546 27
135 819 -38
318 759 47
714 340 16
976 296 53
114 296 50
74 335 54
620 436 -46
568 822 -12
85 53 15
70 944 116
605 287 81
148 764 64
263 363 -45
75 162 67
843 382 137
484 121 83
75 382 64
469 963 29
831 570 134
77 355 53
149 927 66
215 624 -17
949 589 72
451 943 34
70 496 95
694 869 33
281 342 22
578 521 30
484 890 158
349 793 131
53 611 98
730 909 -14
133 990 94
299 405 -12
453 828 19
976 837 -8
288 86 92
47 931 66
531 227 35
525 630 84
902 891 -59
176 340 -22
18 738 25
710 600 24
437 344 59
430 797 -93
497 36 -2
819 768 4
540 491 -37
107 116 84
834 724 38
365 25 10
578 821 37
45 708 50
217 185 88
950 573 26
80 173 11
20 71 50
705 6 56
987 589 37
459 278 97
142 440 64
174 458 36
418 71 83
870 207 85
384 483 39
624 329 90
194 861 62
399 729 -30
586 126 113
56 41 71
264 742 76
326 190 -8
902 788 67
706 909 -38
185 85 124
318 73 16
71 983 94
573 26 52
197 147 137
384 794 70
799 467 134
72 644 58
440 482 -72
770 22 78
85 794 50
38 97 48
422 506 19
496 854 46
777 458 -55
392 180 85
179 494 68
162 518 99
241 327 24
249 669 92
256 418 76
702 838 -15
163 233 30
643 448 45
800 199 128
364 733 38
63 649 -23
81 61 -11
636 205 0
667 469 108
757 428 109
782 175 106
196 132 -39
76 897 45
412 403 146
306 139 -4
513 362 57
334 513 -23
451 920 72
618 258 48
461 654 118
80 615 64
799 243 59
254 300 58
511 131 23
902 910 3
927 725 51
231 134 -22
162 397 12
228 161 162
42 635 116
110 75 33
557 200 125
561 748 70
667 899 78
137 392 -9
515 735 44
865 683 78
816 279 94
157 493 140
947 616 56
339 741 39
832 432 98
742 319 46
985 146 70
935 494 52
74 545 -20
466 829 85
913 515 5
980 828 44
537 486 121
436 156 54
956 215 86
160 285 80
727 233 -28
349 774 44
342 678 -1
83 577 18
99 679 115
581 713 95
750 774 81
541 157 -22
286 307 86
556 686 -24
435 529 4
588 999 139
908 120 21
181 731 58
469 560 74
699 182 86
701 640 120
725 624 79
35 859 -61
519 121 140
775 635 -37
177 266 79
94 756 -61
775 281 -15
93 681 19
542 634 68
489 695 56
998 702 17
521 671 58
439 511 86
86 830 -2
90 5 48
670 71 -27
207 250 100
428 81 67
178 883 -22
553 416 27
976 972 30
166 107 56
619 274 -27
926 488 2
243 793 138
177 722 55
165 615 19
124 90 32
447 381 76
474 354 27
786 961 13
616 62 97
613 838 -9
480 131 3
481 11 -3
763 346 1
812 859 75
844 55 59
515 759 -35
987 863 63
585 413 125
369 601 67
854 213 91
830 366 53
148 657 132
339 461 24
755 656 -6
391 248 -12
612 190 15
401 580 39
144 426 140
577 556 100
951 723 -41
510 134 -23
199 53 -5
309 588 -25
706 490 19
410 960 84
319 863 28
747 377 87
387 233 4
793 802 18
266 560 113
362 501 83
207 543 30
398 655 114
947 708 50
714 825 99
424 56 100
989 554 176
322 902 144
31 564 42
29 802 75
289 916 72
804 198 35
836 24 84
585 704 131
563 992 112
484 420 100
276 916 73
259 136 14
428 756 -28
890 27 21
284 72 62
797 765 138
34 24 64
724 636 42
107 100 79
85 115 -23
151 875 15
128 271 96
161 490 -29
683 236 46
33 780 36
483 410 22
205 332 45
936 511 68
612 37 22
165 285 45
679 622 47
3 993 36
979 604 106
620 499 88
616 634 59
165 758 106
308 96 100
306 890 133
183 446 86
151 857 -27
630 453 168
785 86 13
13 625 108
295 393 -17
584 842 75
880 433 84
721 175 70
188 154 102
375 850 -54
860 653 20
154 32 91
766 362 42
683 881 -50
757 716 44
890 983 -46
2 406 11
164 725 44
682 551 119
700 434 60
589 200 59
686 552 58
337 281 53
85 587 1
153 565 46
803 417 1
675 868 70
279 205 21
157 223 73
142 888 27
527 32 40
585 604 100
208 528 69
606 58 33
668 249 -4
608 631 82
586 975 22
488 929 79
291 689 8
342 544 38
473 478 6
308 144 81
69 800 74
203 922 44
110 289 43
796 233 6
595 127 61
398 197 89
858 751 58
647 933 58
693 271 91
259 385 46
33 416 -44
661 17 21
129 517 45
718 259 78
780 163 -6
284 240 99
431 501 28
794 155 42
12 613 -4
132 649 55
737 203 78
878 648 57
928 398 15
884 395 57
883 323 69
122 446 111
761 881 -25
953 914 -25
242 393 74
935 228 64
83 209 38
614 814 64
721 15 99
393 856 71
240 775 80
602 914 30
567 834 80
247 737 32
189 585 46
181 248 -10
907 725 71
623 868 65
882 918 28
446 217 -29
209 710 66
295 927 7
702 292 -12
210 308 -11
274 204 76
389 626 85
74 608 64
537 978 73
63 593 -26
742 169 -9
463 220 55
870 180 66
293 937 -28
335 330 103
76 285 -11
832 995 14
232 86 48
641 587 122
328 958 -59
845 713 48
956 512 -25
487 702 105
507 787 109
843 564 127
962 810 132
120 288 24
162 138 52
90 540 79
644 354 17
537 440 180
168 995 41
734 726 68
974 830 61
342 402 18
576 638 -24
360 25 -28
863 195 36
659 767 164
698 295 137
588 986 45
822 948 145
812 713 17
649 933 148
700 229 30
649 716 14
986 735 20
375 435 27
805 553 36
798 942 50
819 160 59
708 74 37
508 694 8
304 66 57
798 60 65
789 794 145
603 496 115
226 348 79
452 433 73
481 434 -46
636 33 100
888 806 78
389 390 85
795 906 85
529 596 100
404 877 77
133 52 142
9 962 37
364 617 45
574 391 71
377 464 -43
669 349 -2
420 853 71
208 776 -8
690 336 35
513 695 1
909 420 47
814 65 -39
684 884 48
154 128 69
176 858 38
569 481 43
75 734 -44
780 237 47
976 567 38
323 108 80
400 89 58
378 776 21
6 675 47
836 236 -11
782 751 106
842 2 -1
461 629 129
678 605 93
871 172 107
773 406 13
253 715 31
265 111 121
168 896 77
817 429 31
107 161 118
173 267 50
607 399 166
553 209 57
584 811 48
306 817 28
614 684 101
776 856 67
944 527 94
327 394 61
823 767 -16
743 836 45
33 93 81
898 932 -11
595 276 79
128 877 96
953 59 -5
18 597 -77
959 486 57
552 666 18
763 88 -84
924 88 -34
228 899 79
112 347 89
849 138 26
330 905 -16
655 979 41
245 713 18
715 782 7
713 452 103
921 774 41
773 407 21
135 390 -50
846 22 -27
700 115 -22
382 477 -31
915 289 33
969 52 108
469 69 15
974 970 49
50 813 54
790 485 5
699 209 -27
776 312 34
892 186 2
27 145 111
169 172 63
148 225 9
897 397 51
768 986 116
716 226 78
712 686 -17
12 39 33
863 468 -11
578 337 11
589 968 36
175 866 -46
598 287 7
553 516 57
973 496 104
264 427 59
925 389 -22
771 642 -47
49 423 40
244 782 60
660 676 80
809 558 -57
889 328 92
307 806 97
865 125 68
722 630 5
379 970 55
812 755 79
961 135 156
122 620 103
593 809 96
225 932 99
512 323 24
196 124 2
264 510 35
419 168 17
595 522 50
253 935 159
717 668 -68
761 61 -39
6 719 129
585 247 85
955 878 78
549 110 12
943 33 137
34 58 14
173 278 171
91 961 -11
8 494 25
129 360 159
387 816 -25
321 789 -36
467 7 9
345 398 -50
39 553 16
716 583 93
869 71 67
973 73 188
783 738 139
204 750 6
623 426 64
325 239 96
681 449 146
11 965 54
188 978 33
46 95 59
521 378 95
943 193 57
500 615 22
927 945 14
215 144 -51
72 571 31
914 734 101
631 573 -63
399 433 59
990 973 47
828 128 76
116 444 49
883 782 38
911 954 139
312 483 126
371 756 -29
659 479 77
629 946 114
100 734 22
340 607 31
127 315 119
668 926 100
542 435 -20
822 620 73
530 860 103
632 442 86
421 405 -25
827 62 96
738 605 16
527 716 -80
483 885 23
773 790 -8
293 349 28
726 831 52
417 597 6
979 982 94
932 767 60
858 290 91
343 251 -8
332 452 67
893 896 -64
485 356 77
654 465 30
143 627 -53
223 62 78
340 583 105
559 481 69
79 494 58
529 805 23
274 624 51
386 717 41
316 2 108
646 18 91
847 88 18
206 573 29
655 111 7
639 27 14
9 894 71
786 269 125
87 197 94
319 662 97
49 867 41
493 594 52
699 515 59
386 639 49
133 351 57
20 926 71
612 735 21
970 980 59
68 751 -5
889 483 125
977 155 -15
871 407 100
155 98 99
564 487 24
532 713 74
599 206 10
318 963 -32
327 814 91
230 621 39
825 218 88
618 830 0
515 829 -40
374 244 63
274 177 9
988 431 59
691 488 -71
437 294 31
896 716 51
228 504 27
351 753 108
242 415 -6
658 656 -21
763 557 -15
703 430 153
815 546 49
981 838 21
994 306 63
635 804 45
138 295 -13
94 152 -42
996 986 58
841 448 64
160 904 86
655 448 39
228 911 62
736 664 -53
108 551 82
68 510 12
540 210 113
507 525 66
810 827 63
213 645 82
657 426 28
899 686 33
634 839 5
320 234 67
976 108 39
111 448 77
177 328 158
322 657 33
506 519 23
403 289 83
368 850 -24
288 200 37
969 343 98
58 405 75
379 808 5
905 115 -35
229 266 34
50 781 46
545 706 103
320 818 123
274 385 67
352 87 -30
536 248 29
932 382 119
928 836 85
588 677 86
27 137 45
435 170 47
658 548 32
382 582 49
185 389 -32
643 887 64
50 988 69
823 994 -49
486 375 60
262 888 9
677 5 57
824 830 66
746 567 56
472 971 69
187 470 28
561 254 51
596 723 32
503 540 32
718 211 46
794 239 18
439 619 95
795 732 29
647 518 43
701 26 6
450 625 85
904 294 56
381 121 152
982 225 3
615 120 83
262 125 -9
525 819 105
889 695 83
928 239 17
421 398 -24
884 917 -29
916 353 43
583 623 75
594 638 -57
48 526 50
194 709 9
395 310 72
610 49 16
858 653 77
458 606 80
434 897 74
468 356 35
17 585 -9
112 40 36
40 680 37
293 131 12
89 112 49
647 49 -51
309 15 14
751 483 74
241 756 -3
780 279 -5
110 874 51
49 365 88
761 260 -31
196 697 -60
659 127 50
662 333 -18
119 226 46
618 783 -24
724 428 74
585 482 26
764 641 -52
483 822 11
388 18 53
57 507 -29
731 82 56
315 537 -4
324 632 38
85 919 -36
604 533 18
983 948 127
340 90 18
338 786 90
158 507 23
765 858 -17
408 442 85
770 284 18
555 943 30
974 529 -19
211 508 129
163 397 178
294 716 45
34 828 -55
47 881 19
261 876 -22
81 661 69
231 995 -25
98 145 38
102 649 69
792 423 111
279 781 46
614 926 86
978 140 56
21 450 22
438 432 68
971 861 -3
501 379 95
957 632 9
650 963 3
323 64 94
582 624 10
749 559 42
479 721 16
927 824 75
242 781 59
648 376 2
827 118 -9
446 592 63
126 853 52
569 305 33
308 891 49
626 945 38
908 96 99
504 885 24
266 888 85
723 878 37
962 433 83
423 849 113
567 707 136
714 953 101
994 199 111
689 986 5
715 954 117
151 699 79
766 889 40
875 911 54
646 502 16
79 891 -12
962 941 107
713 793 150
765 5 -4
466 715 -25
714 211 47
69 556 123
945 523 109
714 765 138
22 667 -9
409 686 37
516 639 53
24 566 86
928 848 58
38 28 -35
899 852 26
622 584 104
90 171 8
923 743 43
650 721 43
430 915 7
100 200 113
327 963 49
49 125 11
246 143 36
748 329 156
6 7 101
377 113 -26
335 927 -3
143 614 -79
9 502 59
176 346 70
476 409 -6
746 124 32
995 85 62
279 959 8
850 22 89
64 576 14
991 377 48
60 31 60
816 839 98
278 705 -41
95 364 70
271 568 134
919 759 99
579 952 81
835 26 15
869 808 28
782 13 82
926 463 39
135 409 -79
538 565 83
427 510 82
4 960 37
796 798 2
39 291 44
431 594 68
517 795 91
999 759 37
272 403 60
310 496 53
343 312 15
382 486 31
540 842 118
225 157 33
40 774 -48
643 545 10
911 387 122
261 554 51
265 784 84
749 100 22
398 98 55
251 522 74
44 848 10
828 643 142
305 538 42
90 70 70
412 24 68
610 289 92
144 229 58
494 240 20
445 86 -33
662 162 68
956 78 -2
251 963 8
43 19 36
726 699 65
577 614 -18
36 454 97
763 836 69
21 115 -19
672 942 -47
214 436 -2
810 394 52
593 78 46
724 408 28
267 14 109
99 932 5
47 489 44
397 919 -62
463 398 -68
387 351 -2
538 970 48
359 184 85
116 267 -21
930 855 81
519 38 94
478 58 48
277 4 -5
829 809 117
489 998 4
328 318 98
769 728 -22
657 953 98
387 724 28
122 107 70
242 851 79
952 238 27
933 521 -17
950 42 28
655 642 -38
26 514 118
768 350 135
370 403 80
779 12 70
162 14 23
699 460 0
739 610 48
321 819 21
683 896 28
296 440 121
734 456 52
882 297 48
585 919 71
963 137 41
644 691 128
206 692 19
869 410 39
908 863 61
752 245 65
693 168 -20
505 382 92
996 132 29
502 443 32
509 895 66
27 379 45
991 896 -43
861 463 50
636 866 -1
302 15 15
922 355 54
692 377 147
6 594 81
815 692 7
317 90 -55
487 787 175
53 418 -10
839 426 46
914 352 119
252 931 101
829 472 115
389 329 152
751 917 32
786 637 -12
53 260 37
418 559 100
626 641 -9
716 118 55
744 258 -28
569 724 38
48 322 29
86 240 67
823 638 -26
679 820 34
572 928 98
629 858 51
339 51 104
913 217 -29
522 959 28
957 717 64
312 976 94
227 109 -2
446 599 78
550 517 -44
836 898 110
407 910 95
486 439 5
269 508 58
853 411 34
374 68 84
960 685 92
55 99 65
270 886 67
550 544 42
992 823 101
522 633 130
364 108 32
520 629 30
526 882 32
21 30 89
461 422 102
393 871 8
911 327 63
376 866 33
292 412 72
614 161 169
951 763 72
568 830 33
409 263 86
804 730 117
937 23 101
527 454 75
462 128 36
695 466 43
715 223 104
970 938 -10
512 769 71
787 417 23
787 127 -64
307 931 117
471 48 113
223 906 3
390 210 116
400 984 149
365 328 133
307 70 52
681 165 80
529 83 156
789 231 92
142 890 163
530 918 28
27 661 59
596 817 51
793 664 17
638 420 156
804 156 75
462 427 22
165 840 82
812 70 94
138 269 45
472 734 36
556 978 -41
150 919 -28
21 32 23
525 626 77
63 970 62
809 798 -5
510 202 33
348 986 17
923 707 89
791 678 -24
174 391 92
275 931 98
389 383 89
695 25 29
51 780 9
424 952 102
165 438 101
614 215 171
22 654 11
75 947 41
140 976 115
428 806 14
752 83 32
446 49 -14
313 785 34
379 223 75
115 777 75
121 405 -41
785 391 34
430 652 -37
452 478 27
15 679 152
786 639 116
704 365 33
380 190 -8
823 876 -29
113 620 96
56 677 42
259 649 15
222 908 94
268 146 42
961 67 98
117 980 82
753 367 -57
658 390 5
327 489 61
412 365 44
291 618 15
270 735 131
468 252 79
95 979 46
138 801 62
690 561 -21
985 651 159
509 591 64
88 470 128
116 396 106
95 200 87
468 299 88
197 688 76
81 421 56
239 288 -40
504 955 42
549 380 30
809 22 13
733 28 -60
986 743 -11
707 584 46
688 365 95
641 356 112
28 252 60
173 105 71
381 134 83
174 26 23
512 752 100
241 896 -14
10 846 125
861 267 8
147 10 32
537 611 132
285 225 78
619 889 -28
980 571 49
628 934 60
217 5 125
119 860 67
121 536 -2
62 912 72
671 452 84
214 519 28
740 927 36
985 825 101
672 421 94
304 461 28
714 13 83
640 875 35
645 821 -23
950 655 86
38 383 -24
41 925 34
96 531 53
280 659 52
646 930 -36
750 277 76
464 479 17
686 477 21
519 409 39
149 101 40
71 740 72
90 81 108
125 157 2
432 163 -44
242 978 41
159 375 73
924 308 26
553 139 27
768 845 29
211 152 7
316 813 -9
37 666 67
820 362 74
225 179 76
672 929 -27
468 80 29
619 414 20
444 437 23
796 46 65
530 882 84
513 408 15
239 747 -8
4 164 109
685 432 101
606 83 58
497 322 62
752 757 -2
211 584 111
807 809 61
933 224 65
885 674 54
517 522 81
872 855 25
238 391 57
356 483 92
427 870 96
630 70 101
816 211 82
380 208 4
788 389 23
502 12 74
706 175 -10
791 720 -43
314 868 30
129 231 63
954 44 -26
733 996 11
303 550 98
758 613 -5
510 182 46
765 638 -59
511 397 94
636 129 43
763 172 23
758 805 0
197 872 82
845 867 123
949 644 65
150 971 127
962 982 73
423 221 84
621 184 77
615 871 0
729 607 67
822 616 179
494 37 -19
151 789 -3
150 603 8
190 380 147
718 940 50
636 485 -4
105 954 74
151 143 70
40 973 -20
94 544 12
749 624 72
663 652 -20
982 679 96
573 558 46
101 927 131
758 822 -30
630 324 29
125 996 145
612 376 65
678 884 113
161 112 -38
157 870 37
816 251 18
541 321 11
806 746 10
731 375 54
362 603 -31
521 832 29
733 469 98
401 681 36
466 328 62
838 173 82
98 764 78
259 293 61
703 794 77
832 819 68
272 512 -16
476 448 85
82 967 -6
644 574 86
387 719 89
402 247 83
433 237 35
722 808 3
768 606 125
797 979 88
291 861 7
518 954 68
580 68 106
237 190 -30
973 148 113
738 647 58
215 490 40
794 853 65
364 600 36
915 332 46
361 454 108
303 36 30
321 42 -11
96 571 -11
611 615 10
944 947 -10
94 666 21
809 493 55
136 531 94
594 984 87
31 844 -6
324 507 63
834 502 -34
122 569 83
240 346 121
725 356 57
214 753 81
210 847 59
293 261 37
563 358 -21
852 115 14
371 213 66
479 56 81
840 677 46
854 846 127
847 71 -38
302 708 95
488 144 108
19 849 100
529 628 19
438 956 61
10 450 82
707 890 15
449 676 10
470 196 76
176 440 118
980 8 136
744 884 37
158 829 49
787 556 74
46 619 90
99 513 9
604 638 -10
993 850 64
927 815 64
922 787 33
848 530 58
49 669 122
953 955 47
96 895 -55
12 829 -22
215 186 -3
893 325 -8
870 483 118
970 536 79
331 287 152
61 113 119
71 693 108
480 580 15
589 242 18
173 626 126
48 4 94
818 123 48
461 181 162
204 460 91
936 841 112
33 56 6
15 454 87
265 887 100
395 273 21
470 370 1
692 491 24
127 535 26
54 849 27
421 653 28
361 185 34
414 47 119
983 845 6
527 143 66
526 879 98
789 437 110
130 792 -62
174 150 -5
109 493 93
410 821 26
562 125 75
396 875 59
791 35 114
37 421 101
427 484 55
224 383 -32
863 188 25
395 372 88
831 436 89
762 472 16
673 421 25
312 732 26
86 62 103
8 240 -3
142 811 61
202 490 78
63 765 28
702 239 36
818 654 -26
485 964 56
148 865 56
958 816 43
559 530 27
475 992 81
34 353 -13
902 825 -20
208 367 -6
907 997 39
894 211 45
491 312 77
955 435 4
679 178 68
371 837 -8
110 671 15
407 918 56
590 53 27
360 285 -14
371 822 28
719 259 33
683 903 -54
782 237 146
968 734 2
284 217 31
498 148 -67
55 594 142
398 547 86
208 685 29
580 588 78
803 968 63
865 357 106
173 426 166
747 276 121
196 289 39
519 550 147
